# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000029.1	1060	2202	-	PIM95848.1			cytochrome b	fbcH		magtdc_179	1143	380	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000031.1	85	4146	-					rpoC		magtdc_198	4062		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000031.1	85	4146	-	PIM95826.1			DNA-directed RNA polymerase subunit beta'	rpoC		magtdc_198	4062	1353	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000031.1	4077	7202	-					rpoB		magtdc_199	3126		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000031.1	4077	7202	-	PIM95827.1			DNA-directed RNA polymerase subunit beta	rpoB		magtdc_199	3126	1041	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000032.1	789	1151	+					rplN		magtdc_200	363		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000032.1	789	1151	+	PIM95824.1			50S ribosomal protein L14	rplN		magtdc_200	363	120	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000032.1	1351	1887	+					rplE		magtdc_201	537		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000032.1	1351	1887	+	PIM95825.1			50S ribosomal protein L5	rplE		magtdc_201	537	178	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000034.1	18	320	+					hisI		magtdc_202	303		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000034.1	18	320	+	PIM95822.1			Phosphoribosyl-AMP cyclohydrolase	hisI		magtdc_202	303	100	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000037.1	118	1224	-					hisC		magtdc_203	1107		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000037.1	118	1224	-	PIM95814.1			Histidinol-phosphate aminotransferase	hisC		magtdc_203	1107	368	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000038.1	1771	2124	+					rplT		magtdc_204	354		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000038.1	1771	2124	+	PIM95813.1			50S ribosomal subunit protein L20	rplT		magtdc_204	354	117	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000041.1	782	4708	-					rpoB		magtdc_205	3927		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000041.1	782	4708	-	PIM95786.1			DNA-directed RNA polymerase subunit beta	rpoB		magtdc_205	3927	1308	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000041.1	7967	11548	-					metH		magtdc_206	3582		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000041.1	7967	11548	-	PIM95787.1			Methionine synthase	metH		magtdc_206	3582	1193	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000041.1	11615	12409	-					hisN		magtdc_207	795		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000041.1	11615	12409	-	PIM95788.1			Histidinol phosphatase	hisN		magtdc_207	795	264	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000041.1	14873	16507	-					groL		magtdc_208	1635		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000041.1	14873	16507	-	PIM95789.1			60 kDa chaperonin	groL		magtdc_208	1635	544	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000041.1	16489	16758	-					groS		magtdc_209	270		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000041.1	16489	16758	-	PIM95790.1			10 kDa chaperonin	groS		magtdc_209	270	89	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000041.1	18929	19456	+					rplY		magtdc_210	528		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000041.1	18929	19456	+	PIM95791.1			50S ribosomal protein L25	rplY		magtdc_210	528	175	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000041.1	25782	29246	-					rpoC		magtdc_211	3465		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000041.1	25782	29246	-	PIM95792.1			DNA-directed RNA polymerase subunit beta'	rpoC		magtdc_211	3465	1154	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000042.1	4250	5488	-					hisS		magtdc_212	1239		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000042.1	4250	5488	-	PIM95781.1			Histidine--tRNA ligase	hisS		magtdc_212	1239	412	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000042.1	10241	11158	-					ribD		magtdc_213	918		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000042.1	10241	11158	-	PIM95782.1			Riboflavin biosynthesis protein RibD	ribD		magtdc_213	918	305	
gene	rRNA	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000042.1	11926	14607	-							magtdc_215	2682		
rRNA		GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000042.1	11926	14607	-				23S ribosomal RNA			magtdc_215	2682		
gene	rRNA	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000042.1	14788	16325	-							magtdc_217	1538		
rRNA		GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000042.1	14788	16325	-				16S ribosomal RNA			magtdc_217	1538		
gene	rRNA	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000042.1	18423	21104	-							magtdc_214	2682		
rRNA		GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000042.1	18423	21104	-				23S ribosomal RNA			magtdc_214	2682		
gene	rRNA	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000042.1	21285	22822	-							magtdc_216	1538		
rRNA		GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000042.1	21285	22822	-				16S ribosomal RNA			magtdc_216	1538		
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000042.1	31547	32464	-					ribD		magtdc_218	918		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000042.1	31547	32464	-	PIM95783.1			Riboflavin biosynthesis protein RibD	ribD		magtdc_218	918	305	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000045.1	3053	3793	+					etfB		magtdc_219	741		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000045.1	3053	3793	+	PIM95763.1			Electron transfer flavoprotein small subunit	etfB		magtdc_219	741	246	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000045.1	4183	5232	+					etfA		magtdc_220	1050		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000045.1	4183	5232	+	PIM95764.1			Electron transfer flavoprotein large subunit	etfA		magtdc_220	1050	349	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000048.1	3570	3860	-					rpmB		magtdc_221	291		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000048.1	3570	3860	-	PIM95745.1			50S ribosomal protein L28	rpmB		magtdc_221	291	96	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000052.1	852	1766	+					tufA		magtdc_222	915		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000052.1	852	1766	+	PIM95739.1			Elongation factor Tu	tufA		magtdc_222	915	304	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000053.1	1293	1691	-					greA		magtdc_223	399		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000053.1	1293	1691	-	PIM95738.1			Transcription elongation factor GreA	greA		magtdc_223	399	132	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000063.1	4522	4839	-					hisI		magtdc_224	318		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000063.1	4522	4839	-	PIM95709.1			Phosphoribosyl-AMP cyclohydrolase	hisI		magtdc_224	318	105	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000063.1	4832	5410	-					folE		magtdc_225	579		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000063.1	4832	5410	-	PIM95710.1			GTP cyclohydrolase 1	folE		magtdc_225	579	192	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000063.1	5397	6527	+					etfD		magtdc_226	1131		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000063.1	5397	6527	+	PIM95711.1			Electron transfer flavoprotein-ubiquinone oxidoreductase	etfD		magtdc_226	1131	376	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000063.1	12363	12815	-					rpsR		magtdc_227	453		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000063.1	12363	12815	-	PIM95712.1			30S ribosomal protein S18	rpsR		magtdc_227	453	150	
gene	tRNA	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000063.1	19483	19556	+					tRNA-Val		magtdc_228	74		
tRNA		GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000063.1	19483	19556	+				tRNA-Val	tRNA-Val		magtdc_228	74		
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000063.1	20004	21029	-					cysK		magtdc_229	1026		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000063.1	20004	21029	-	PIM95713.1			Cysteine synthase	cysK		magtdc_229	1026	341	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000063.1	21260	22066	-					fpr		magtdc_230	807		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000063.1	21260	22066	-	PIM95714.1			Ferredoxin--NADP reductase	fpr		magtdc_230	807	268	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000063.1	22154	23641	-					cysI		magtdc_231	1488		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000063.1	22154	23641	-	PIM95715.1			Sulfite reductase [NADPH] hemoprotein beta-component	cysI		magtdc_231	1488	495	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000064.1	549	1598	-					etfA		magtdc_232	1050		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000064.1	549	1598	-	PIM95705.1			Electron transfer flavoprotein large subunit	etfA		magtdc_232	1050	349	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000064.1	1988	2728	-					etfB		magtdc_233	741		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000064.1	1988	2728	-	PIM95706.1			Electron transfer flavoprotein small subunit	etfB		magtdc_233	741	246	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000064.1	3182	5002	+					dnaK		magtdc_234	1821		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000064.1	3182	5002	+	PIM95707.1			Heat shock protein 70	dnaK		magtdc_234	1821	606	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000066.1	162	635	+					def		magtdc_235	474		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000066.1	162	635	+	PIM95703.1			Peptide deformylase	def		magtdc_235	474	157	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000067.1	375	1199	-					fpr		magtdc_236	825		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000067.1	375	1199	-	PIM95698.1			Ferredoxin--NADP reductase	fpr		magtdc_236	825	274	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	705	2198	+					cysI		magtdc_237	1494		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	705	2198	+	PIM95683.1			Sulfite reductase [NADPH] hemoprotein beta-component	cysI		magtdc_237	1494	497	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	2254	3060	+					fpr		magtdc_238	807		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	2254	3060	+	PIM95684.1			Ferredoxin--NADP reductase	fpr		magtdc_238	807	268	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	3294	4331	+					cysK		magtdc_239	1038		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	3294	4331	+	PIM95685.1			Cysteine synthase	cysK		magtdc_239	1038	345	
gene	tRNA	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	4796	4868	-					tRNA-Glu		magtdc_240	73		
tRNA		GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	4796	4868	-				tRNA-Glu	tRNA-Glu		magtdc_240	73		
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	5241	6530	-					rpsA		magtdc_241	1290		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	5241	6530	-	PIM95686.1			30S ribosomal protein S1	rpsA		magtdc_241	1290	429	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	8332	9729	-					metG		magtdc_242	1398		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	8332	9729	-	PIM95687.1			Methionine--tRNA ligase	metG		magtdc_242	1398	465	
gene	tRNA	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	11223	11297	+					tRNA-Met		magtdc_243	75		
tRNA		GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	11223	11297	+				tRNA-Met	tRNA-Met		magtdc_243	75		
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	13788	14252	-					rplO		magtdc_244	465		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	13788	14252	-	PIM95688.1			50S ribosomal protein L15	rplO		magtdc_244	465	154	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	16244	16780	-					rplE		magtdc_245	537		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	16244	16780	-	PIM95689.1			50S ribosomal protein L5	rplE		magtdc_245	537	178	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	17990	18613	-					rpsC		magtdc_246	624		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	17990	18613	-	PIM95690.1			30S ribosomal protein S3	rpsC		magtdc_246	624	207	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	18606	18941	-					rplV		magtdc_247	336		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	18606	18941	-	PIM95691.1			50S Ribosomal protein L22p/L17e	rplV		magtdc_247	336	111	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	18934	19173	-					rpsS		magtdc_248	240		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	18934	19173	-	PIM95692.1			30S ribosomal protein S19	rpsS		magtdc_248	240	79	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	19205	20002	-					rplB		magtdc_249	798		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	19205	20002	-	PIM95693.1			50S ribosomal subunit protein L2	rplB		magtdc_249	798	265	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	21059	21403	-					rpsJ		magtdc_250	345		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	21059	21403	-	PIM95694.1			30S ribosomal protein S10	rpsJ		magtdc_250	345	114	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	21406	22320	-					tufA		magtdc_251	915		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000070.1	21406	22320	-	PIM95695.1			Elongation factor Tu	tufA		magtdc_251	915	304	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000078.1	248	898	-					xxxJ		magtdc_252	651		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000078.1	248	898	-	PIM95648.1			Alpha/beta hydrolase	xxxJ		magtdc_252	651	216	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000082.1	1126	2646	-					mnmG		magtdc_253	1521		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000082.1	1126	2646	-	PIM95601.1			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	mnmG		magtdc_253	1521	506	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000082.1	2636	3808	-					trmE		magtdc_254	1173		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000082.1	2636	3808	-	PIM95602.1			tRNA modification GTPase MnmE	trmE		magtdc_254	1173	390	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000082.1	4200	5228	-					ribD		magtdc_255	1029		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000082.1	4200	5228	-	PIM95603.1			Riboflavin biosynthesis protein RibD	ribD		magtdc_255	1029	342	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000082.1	6833	7564	-					tsf		magtdc_256	732		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000082.1	6833	7564	-	PIM95604.1			elongation factor EF-Ts	tsf		magtdc_256	732	243	
gene	rRNA	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000082.1	12464	15134	-							magtdc_257	2671		
rRNA		GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000082.1	12464	15134	-				23S ribosomal RNA			magtdc_257	2671		
gene	rRNA	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000082.1	15238	16788	-							magtdc_258	1551		
rRNA		GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000082.1	15238	16788	-				16S ribosomal RNA			magtdc_258	1551		
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000096.1	13812	14591	+					ctaC		magtdc_264	780		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000096.1	13812	14591	+	PIM95525.1			cytochrome c oxidase subunit 2	ctaC		magtdc_264	780	259	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000096.1	14581	16218	+					ctaD		magtdc_265	1638		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000096.1	14581	16218	+	PIM95526.1			cytochrome c oxidase subunit 1	ctaD		magtdc_265	1638	545	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000096.1	16212	16751	+					ctaG		magtdc_266	540		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000096.1	16212	16751	+	PIM95527.1			Cytochrome c oxidase assembly protein CtaG	ctaG		magtdc_266	540	179	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000096.1	16784	17218	+					ctaE		magtdc_267	435		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000096.1	16784	17218	+	PIM95528.1			Cytochrome c oxidase subunit 3	ctaE		magtdc_267	435	144	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000096.1	18231	18839	-					petC		magtdc_268	609		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000096.1	18231	18839	-	PIM95529.1			Cytochrome c1 precursor	petC		magtdc_268	609	202	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000096.1	18829	19974	-					fbcH		magtdc_269	1146		
CDS	with_protein	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000096.1	18829	19974	-	PIM95530.1			cytochrome b	fbcH		magtdc_269	1146	381	
gene	protein_coding	GCA_002774925.1	Primary Assembly	unplaced scaffold		NXGO01000096.1	21780	22244	-					rpsG		magtdc_270	465		
